TckrSymb;FinInstrmNm;OpnPric;HghPric;LwPric;ClsPric;LastPric;TtlTradgVol;TtlTrfVal
DPWIRES;D.P. WIRES LIMITED;193;196;187.6;194.1;196;1533;294987
SHELTER;SHELTER PHARMA LIMITED;37;37;35.89;36.2;36.5;9000;328170
TVSSCS;TVS Supply Chain Solutions Lim;110.9;114;110.05;112.6;112.6;88853;9904441
PYRAMID;Pyramid Technoplast Limited;155;156.5;152;154.5;155.55;6726;1032474
SHOORA;Shoora Designs Limited;65.5;67.4;65.5;67.4;67.4;3000;199350
BONDADA;Bondada Engineering Limited;348;348;330.05;333.75;333.75;642200;217614110
AEROFLEX;Aeroflex Industries Limited;151.45;158.55;151.45;157.65;158.3;17788;2755520
VPRPL;VISHNU PRAKASH R PUNGLIA LIMIT;156.85;164.5;156.85;163;164.5;67987;10939902
NIFMID150;UTI Mutual Fund;195.17;205;193.6;201.02;198;356;70238
SHRAAITECH;Shradha AI Technologies Limite;37.4;39.4;36.82;37.94;37.46;37951;1432113
RISHABH;Rishabh Instruments Limited;238;247;234.8;241.35;237.6;4691;1116196
RATNAVEER;Ratnaveer Precision Engineerin;120.8;125.9;120.7;124.55;125.9;20500;2528500
KAHAN;Kahan Packaging Limited;56;66;56;65;65;6400;396816
JLHL;Jupiter Life Line Hospitals Li;1430;1438.75;1397.1;1418.15;1419;3466;4934039
RRKABEL;R R KABEL LIMITED;1184.15;1244.35;1173.8;1236.55;1228;18403;22503516
MESON;Meson Valves India Limited;365;370;344.7;345.7;347.2;7600;2677200
EMSLIMITED;EMS LIMITED;555;571.45;550;566.6;568;34131;19267450
SAMHI;Samhi Hotels Limited;168.35;173;166.55;170.85;171.75;48667;8283650
ZAGGLE;ZAGGLE PREPAID OCEAN SERVICES;334.2;342;330.35;338.25;338.25;17313;5807320
SOUTHWEST;South West Pinnacle Exploratio;108.1;118;108;115;115;3043;347183
NUVAMA;Nuvama Wealth Management Limit;5710.05;6031.5;5681.05;5944.05;5953.95;265789;1576149423
KALAMANDIR;Sai Silks (Kalamandir) Limited;111.05;114.75;111.05;113.85;113.85;6146;698600
SIGNATURE;SIGNATUREGLOBAL (INDIA) LIMITE;1100;1152.25;1100;1148.8;1149;15665;17721845
TECHKGREEN;TECHKNOWGREEN SOLUTIONS LIMITE;137.25;148.3;137.25;143;141.5;3200;453700
YATRA;YATRA ONLINE LIMITED;79.15;79.5;76.75;78.52;78.52;17667;1376436
ARCL;ARCL Organics Ltd;213.7;213.7;203.1;213.7;213.7;947;195027
JSWINFRA;JSW Infrastructure Limited;275.6;289.45;275.6;287;287;295675;83779206
MVGJL;MANOJ VAIBHAV GEMS 'N' JEWELLE;200.25;208.5;200.25;203.55;204.95;15410;3127418
UDS;Updater Services Limited;266.7;285.6;266.7;282.3;282.3;4456;1242409
ORGANICREC;ORGANIC RECYCLING SYSTEMS LIMI;243.85;245;241;245;245;2400;584910
VALIANTLAB;Valiant Laboratories Limited;91.45;100;91.36;95.23;99;5609;522114
SENSEXETF;Mirae Asset Mutual Fund;81.19;81.27;80.53;80.72;80.76;6389;516562
SUNITATOOL;Sunita Tools Limited;610.2;644.3;590.65;644.3;644.3;16375;10337468
VIVAA;Vivaa Tradecom Limited;47;47.25;47;47.25;47.25;8000;377000
PLAZACABLE;Plaza Wires Limited;51.41;54.5;51.41;52.94;52.94;5753;304113
IRMENERGY;IRM ENERGY LIMITED;264;265.6;260.15;261.45;261.45;3038;795484
ITETF;Mirae Asset Mutual Fund;36.66;37.02;36.65;37;37;2628;96938
ALPHAETF;Mirae Asset Mutual Fund;23.29;23.29;22.43;23.1;23.07;178818;4094799
MAXESTATES;Max Estates Limited;365.05;388;365.05;384.9;388;14706;5511533
BLUEJET;Blue Jet Healthcare Limited;685.05;730;685.05;726.05;730;20971;14999305
LIQUIDSBI;SBI Mutual Fund;1000.01;1000.01;999.99;1000.01;1000.01;307;307000
VPL;Vrundavan Plantation Limited;52;52;52;52;52;6000;312000
CELLO;Cello World Limited;528;538.45;527.25;535.35;536.5;8998;4782768
KKSHL;KK Shah Hospitals Limited;38.25;38.25;38.25;38.25;38.25;6000;229500
HONASA;Honasa Consumer Limited;232.15;249.85;232.15;245.95;244.95;18435;4501738
MISHDESIGN;Mish Designs Limited;80.56;80.56;80.56;80.56;80.56;500;40280
ESAFSFB;ESAF Small Finance Bank Ltd;26.4;29.15;26.4;28.45;28.88;65350;1811192
PROTEAN;Protean eGov Technologies Limi;1243;1272.95;1234.25;1266.75;1266.75;45053;56463171
ASKAUTOLTD;ASK Automotive Limited;406.75;416.05;405.7;414.5;415;1986;817404
KALYANI;Kalyani Cast-Tech Limited;370.55;374.95;361.1;366.65;367;9500;3487087
IREDA;Indian Renewable Energy Develo;152.55;158.1;152.55;156.4;156.4;885369;137177932
FEDFINA;Fedbank Financial Services Lim;84.97;85.22;83.79;84.05;84.2;35185;2963223
TATATECH;Tata Technologies Limited;638.5;667.45;638.5;665.55;665.55;123449;81067760
GANDHAR;Gandhar Oil Refinery (India) L;136;142.95;136;142.1;141.7;3555;492305
FLAIR;Flair Writing Industries Limit;264.65;275.5;264.65;275;275.05;2417;660877
SPL;Swashthik Plascon Limited;41.25;41.25;41;41;41;3200;131600
DEEPAKCHEM;DEEPAK CHEMTEX LIMITED;103.75;103.75;102.05;102.05;102.05;6400;661120
AMIC;Amic Forging Limited;1189.95;1213;1149.95;1205.05;1201;24800;29157340
BAJEL;Bajel Projects Limited;163.95;164.2;160.1;163.25;164.05;17930;2907965
BBNPPGOLD;BARODA BNP PARIBAS MUTUAL FUND;94.9;95.25;94.05;94.06;94.06;92;8694
INDIASHLTR;India Shelter Finance Corporat;833.75;863.85;833.75;845.35;863.6;7235;6115751
DOMS;DOMS Industries Limited;2600;2668.5;2598.1;2651.75;2668.5;3670;9657514
INOXINDIA;INOX India Limited;964.75;988.5;956.8;983.05;985.35;3402;3315603
SIYARAM;Siyaram Recycling Industries L;118.5;122;118.5;120.75;121;25500;3069375
BENCHMARK;Benchmark Computer Solutions L;28.02;28.02;28.02;28.02;28.02;4000;112080
MOTISONS;Motisons Jewellers Limited;15.81;16.17;15.48;16.07;16.03;161890;2568907
SURAJEST;Suraj Estate Developers Limite;275.2;278;270.15;273.55;274.9;3384;922792
MUTHOOTMF;Muthoot Microfin Limited;127;138.65;126.35;128;128;139256;18022106
HAPPYFORGE;Happy Forgings Limited;761.75;791.95;760.3;788.7;790.7;2576;2005261
MUFTI;Credo Brands Marketing Limited;121.15;125.75;121.15;125.25;125.4;10487;1304477
SHANTIDENM;SHANTI SPINTEX LIMITED;66;66;55;56.33;55;44000;2565860
RBZJEWEL;RBZ Jewellers Limited;130.95;132;130;132;132;12453;1628645
AZAD;Azad Engineering Limited;1549.85;1623.95;1542.35;1609.05;1609.05;34865;55377359
SUNCLAY;SUNDARAM-CLAYTON LIMITED;1941.8;2057.4;1941.8;2038.6;2046.7;781;1562485
INNOVACAP;INNOVA CAPTAB LIMITED;864.05;873.75;822.15;844.75;852;3336;2829398
AIKPIPES;AIK Pipes and Polymers Limited;72.3;76.5;72.3;76.25;76.5;7200;539416
SBVCL;Shri Balaji Valve Components L;124.45;124.45;124.45;124.45;124.45;600;74670
DIGIDRIVE;DIGIDRIVE DISTRIBUTORS LIMITED;32.2;32.2;29;31;31.4;4064;124661
SHILINDORE;Sayaji Hotels (Indore) Limited;1205.6;1205.6;1205.6;1205.6;1205.6;7;8439
JYOTICNC;Jyoti CNC Automation Limited;1145.4;1168.25;1122.45;1136.75;1136.75;11627;13297569
SWANAGRO;New Swan Multitech Limited;48;48.1;48;48.1;48.1;4000;192200
SHREE;Shree Marutinandan Tubes Limit;64.75;64.75;61.52;62.1;62.1;4000;248815
MEDIASSIST;Medi Assist Healthcare Service;422.65;444.5;422.65;441.9;439;5655;2460902
LIQUIDCASE;Zerodha Mutual Fund;108.49;108.51;108.49;108.51;108.51;2136599;231816987
SHPLPUNE;Sayaji Hotels (Pune) Limited;698;698;698;698;698;7;4886
QLL;Qualitek Labs Limited;279.25;287;279.25;282;282;4400;1241880
NIFTYBETF;Bajaj Finserv Mutual Fund;243.17;244.11;240;243.52;243.52;741;180057
BANKBETF;Bajaj Finserv Mutual Fund;53.5;54.36;53;54.06;54.06;1719;92434
EPACK;EPACK Durable Limited;317.15;325.9;316.05;324.25;325.9;35202;11260332
NOVAAGRI;Nova Agritech Limited;41.56;43.9;41.56;43.85;43.9;12273;530381
NIFITETF;UTI Mutual Fund;367;367;367;367;367;1;367
NIF10GETF;UTI Mutual Fund;25.78;25.78;25.55;25.64;25.64;180;4631
HARSHDEEP;HARSHDEEP HORTICO LIMITED;68.62;69.5;68.5;69.48;69.5;13500;929715
BLSE;BLS E-Services Limited;136.1;140;135.1;137.8;138.7;44296;6053323
HDFCPSUBK;HDFC Mutual Fund;62.25;63.18;61.65;62.99;63.18;1321;82773
PARKHOTELS;Apeejay Surrendra Park Hotels;138.25;141;135.75;139.75;140.45;112292;15566952
JGTL;JASCH GAUGING TECHNOLOGIES LIM;599.9;599.9;526.45;527.9;527.25;325;174817
SIGNPOST;Signpost India Limited;206;214.6;206;211.25;212;3024;638018
JSFB;JANA SMALL FINANCE BANK LIMITE;456.05;484.45;456.05;479.45;474.4;8669;4155679
RPTECH;Rashi Peripherals Limited;245.6;274.25;245.6;273.85;274.05;2306;613432
CAPITALSFB;Capital Small Finance Bank Ltd;272;272;263.55;266;270;1841;491171
RUDRAGAS;Rudra Gas Enterprise Limited;83.29;88.5;83.29;85.5;85.5;19000;1623730
ENTERO;Entero Healthcare Solutions Li;1280.05;1368.2;1280.05;1360.1;1357;3149;4234283
LICNMID100;LIC Mutual Fund;54;54;52.66;53.11;53.11;169;8925
VSTL;VIBHOR STEEL TUBES LIMITED;137.05;145.1;137.05;141.7;142.7;1669;235889
JUNIPER;Juniper Hotels Limited;290;290.2;281.75;285.25;288.15;13875;3979037
SMALLCAP;Mirae Asset Mutual Fund;41.5;41.5;40.61;41.27;41.42;76697;3138859
GPTHEALTH;GPT Healthcare Limited;145.05;148.85;145.05;147.85;148.2;12279;1807887
GOLDCASE;Zerodha Mutual Fund;15.35;15.38;15.2;15.27;15.32;844545;12912980
EXICOM;EXICOM TELE-SYSTEMS LIMITED;139.35;153;139.35;151.7;152.75;42882;6357758
PLATIND;Platinum Industries Limited;229.2;267;220.25;260.7;260.7;63791;16194485
MUKKA;Mukka Proteins Limited;29.22;30.56;29.22;30.36;30;65628;1969570
RKSWAMY;R K Swamy Limited;197.65;201.45;196.2;199.6;199.5;1017;202841
INDUSINVIT;Indus Infra Trust;103.5;111.41;103.5;110.48;110;7544;827756
JGCHEM;J.G.Chemicals Limited;311.75;315.8;304.1;312.6;315.5;9244;2851843
KOURA;KOURA FINE DIAMOND JEWELRY LIM;29.9;29.9;29.05;29.05;29.05;6000;176100
GOPAL;Gopal Snacks Limited;263;272.25;263;270.7;272.25;1822;488471
PESB;Pune E - Stock Broking Limited;130;136.45;130;136.2;136.2;7200;955320
SCILAL;Shipping Corporation of India;44.03;46.05;44.03;45.25;45.37;31904;1441645
ROYAL;Royal Sense Limited;210;210;205.35;209;209;3000;622350
PVSL;Popular Vehicles and Services;101.5;101.5;98.8;100.45;100.45;5735;574579
KRYSTAL;KRYSTAL INTEGRATED SERVICES LI;642.5;673.05;642.5;661.65;666.4;6469;4275785
KPGEL;KP GREEN ENGINEERING LIMITED;370.1;396;370.1;390.5;390.5;115750;43956912
CHATHA;CHATHA FOODS LIMITED;110.7;110.7;106.85;108.3;106.85;9000;978600
VRUDDHI;Vruddhi Engineering Works Limi;170.1;170.1;170.1;170.1;170.1;500;85050
SRM;SRM CONTRACTORS LIMITED;293;307.75;293;303.7;307;5956;1801431
LIQUIDADD;DSP BSE Liquid Rate ETF;1071.82;1071.84;1071.82;1071.84;1071.84;2535;2717066
JAYKAILASH;Jay Kailash Namkeen Limited;60.41;64.8;60;64.8;64.8;16000;1004528
DPABHUSHAN;D P ABHUSHAN LIMITED;1210;1400.05;1210;1384.1;1400.05;980;1313031
BHARTIHEXA;Bharti Hexacom Limited;1654.45;1740;1654.45;1718.9;1722.4;11860;20232604
GVL;Greenhitech Ventures Limited;127;131.95;126.85;127;127;19000;2461900
FAALCON;Faalcon Concepts Limited;46;46;46;46;46;2000;92000
EMMFORCE;EMMFORCE AUTOTECH LIMITED;81.34;81.34;81.34;81.34;81.34;1200;97608
JNKINDIA;JNK India Limited;320.05;344.6;320;337.95;342;5472;1820877
AMKAY;Amkay Products Limited;46;46;46;46;46;2000;92000
SAI;Sai Swami Metals and Alloys Li;29.22;31.2;29.22;30.52;30.52;12000;367300
STAL;Storage Technologies and Autom;95.8;95.8;95.8;95.8;95.8;2400;229920
INDGN;Indegene Limited;530.05;554.65;530.05;551.7;551.7;3984;2177260
TBOTEK;TBO TEK LIMITED;1098.3;1184.5;1044;1170.55;1177.2;11597;13095051
TGIF;TGIF AGRIBUSINESS LIMITED;101;119;101;119;119;2400;264000
AADHARHFC;Aadhar Housing Finance Limited;440;445.4;435.4;441.7;441.8;11073;4875658
AZTEC;Aztec Fluids & Machinery Limit;86.1;86.9;86.1;86.9;86.9;3000;259100
PIOTEX;PIOTEX INDUSTRIES LIMITED;39.39;39.39;39.39;39.39;39.39;9600;378144
GODIGIT;Go Digit General Insurance Lim;279.75;292.05;279.75;291.05;290.6;16159;4664721
MIDSMALL;Mirae Asset Mutual Fund;45;45.44;44.59;45.3;45.29;46293;2077372
AWFIS;Awfis Space Solutions Limited;590.75;602.4;585.5;597.95;599;5410;3197773
BOROSCI;Borosil Scientific Limited;119.9;124;117.7;122.55;124;5292;632133
ADTECH;ADTECH SYSTEMS LIMITED;63.8;63.8;62;63.02;63.02;642;40783
TOTEM;Forbes Precision Tools and Mac;172.1;172.1;172.1;172.1;172.1;1846;317696
KRONOX;KRONOX LAB SCIENCES LIMITED;130.05;137;130.05;135.55;137;11913;1594200
MAGENTA;Magenta Lifecare Limited;17.11;17.11;17.11;17.11;17.11;4000;68440
SATTRIX;SATTRIX INFORMATION SECURITY L;164.85;164.85;164.85;164.85;164.85;11000;1813350
PURPLEFIN;Purple Finance Limited;45.01;46.98;44.7;45.29;45;31105;1404971
IXIGO;Le Travenues Technology Limite;147.55;153.2;145.65;152.05;151.9;32798;4911241
MID150CASE;Zerodha Mutual Fund;9.54;9.89;9.17;9.73;9.75;506091;4869697
TOP100CASE;Zerodha Mutual Fund;9.65;10.17;9.65;10.09;10.17;143781;1449808
COTFAB;United Cotfab Limited;25.01;25.99;25.01;25.99;25.99;6000;153100
BBNPNBETF;BARODA BNP PARIBAS MUTUAL FUND;53.53;53.53;53.53;53.53;53.53;192;10277
RETAIL;JHS SVENDGAARD RETAIL VENTURES;39.81;46.7;39.02;39.52;39.99;1774;75583
DEEDEV;DEE DEVELOPMENT ENGINEERS LIMI;216.15;224.1;215;223.05;222.3;3766;818276
GEMENVIRO;GEM Enviro Management Limited;77;80.47;76.23;80.47;80.47;16000;1232672
AFIL;Akme Fintrade (India) Limited;6.71;6.98;6.52;6.77;6.78;53141;360553
DFPL;DINDIGUL FARM PRODUCT LIMITED;28.14;28.14;28.14;28.14;28.14;2000;56280
STANLEY;STANLEY LIFESTYLES LIMITED;297.4;325;297.4;322.7;321.85;3375;1062330
ABDL;Allied Blenders and Distillers;302.65;334.1;302.65;329;329;44276;14424685
VRAJ;VRAJ IRON AND STEEL LIMITED;145.35;147.6;145;147.2;147.2;350;51067
NPL;National Peroxide Limited;570;582.95;568;569.5;577.1;550;313606
SBISILVER;SBI Mutual Fund;95.2;96.3;95.2;95.79;95.5;861;82114
RELIABLE;Reliable Data Services Limited;72.2;72.2;65;67.95;66;1532;106001
BANSALWIRE;Bansal Wire Industries Limited;335.75;353.2;335.75;350.3;352.25;2090;722650
EMCURE;Emcure Pharmaceuticals Limited;950;1014.7;950;1010.1;1001.3;2759;2757775
EVINDIA;Mirae Asset Mutual Fund;27.48;27.48;26.95;27.32;27.35;17457;476108
ACLD;AELEA COMMODITIES LIMITED;166;171;166;169.95;170;8400;1418940
THREEMPAPE;THREE M PAPER BOARDS LIMITED;36.2;36.2;36.1;36.1;36.1;6000;216820
SBINEQWETF;SBI Mutual Fund;29.75;29.95;29.69;29.87;29.95;3035;90328
OILIETF;ICICI Prudential Mutual Fund;11.06;11.15;10.94;11.11;11.15;439417;4844087
SANSTAR;SANSTAR LIMITED;80.1;86.2;80.1;83.91;84.2;9229;779001
ABSLPSE;Aditya Birla Sun Life Mutual F;9.5;9.5;9.26;9.41;9.48;68759;647530
VVIPIL;VVIP Infratech Limited;166.6;173.4;166.6;173.4;173.4;10200;1723920
AKUMS;Akums Drugs and Pharmaceutical;465.25;507.3;465.25;504.3;505.65;8866;4461602
CEIGALL;Ceigall India Limited;250;254.35;242.2;247.9;247.9;40529;9994053
AFCOM;Afcom Holdings Limited;642;674.85;640.05;669.8;670;33360;21943572
OLAELEC;Ola Electric Mobility Limited;45.8;46.96;45.8;46.75;46.75;1226104;56914082
FIRSTCRY;Brainbees Solutions Limited;306;323.95;306;320.05;322;9856;3131361
UNIECOM;UNICOMMERCE ESOLUTIONS LIMITED;118.65;126.4;118.65;123.55;126.4;32223;3926630
METALIETF;ICICI Prudential Mutual Fund;8.38;8.49;8.31;8.42;8.42;994979;8326021
SSDL;SARASWATI SAREE DEPOT LIMITED;85;85;82.2;84.22;84.44;3361;281386
INTERARCH;Interarch Building Products Li;1571.1;1646.05;1571.1;1632;1636;11237;18100571
GLOBALE;Globale Tessile Limited;15.8;15.8;15.8;15.8;15.8;20;316
ORIENTTECH;Orient Technologies Limited;313.45;325.5;312.1;316.65;320;30121;9498130
RAL;Resourceful Automobile Limited;69.09;76.35;69.09;76.14;76.35;22800;1653792
RAPID;RAPID MULTIMODAL LOGISTICS LIM;49;49;49;49;49;1600;78400
PREMIERENE;Premier Energies Limited;920.75;950.95;917;946.25;950.95;75750;70682002
ECOSMOBLTY;ECOS (India) Mobility & Hospit;182.1;190;182.1;188.8;190;5998;1119951
RAYMONDLSL;Raymond Lifestyle Limited;909.1;961.9;909.1;957.95;960.55;8514;8018808
MULTICAP;Mirae Asset Mutual Fund;14.87;14.95;14.73;14.9;14.95;26420;392445
TRAVELS;Travels & rentals Limited;50.05;50.05;50.05;50.05;50.05;3000;150150
STYLEBAAZA;Baazar Style Retail Limited;291.35;293.65;280.5;292.1;292.4;8438;2430282
GALAPREC;Gala Precision Engineering Lim;770;791.85;767.05;787.2;785;3686;2869140
RVTH;Revathi Equipment India Limite;852.3;852.3;841;852;852;105;89380
TOP10ADD;DSP Mutual Fund;95.75;95.8;95.1;95.41;95.5;18618;1776969
MCEL;MACH CONFERENCES AND EVENTS LI;180.05;184;178;183;183;4800;873570
BALAJEE;SHREE TIRUPATI BALAJEE AGRO TR;41;43.7;41;43.46;43.46;15746;673862
SANOFICONR;Sanofi Consumer Healthcare Ind;4901.4;4911.95;4799.3;4874.95;4867.9;526;2560076
SSL;Share Samadhan Limited;78.95;79;76.5;76.5;76.5;8000;623456
BAJAJHFL;Bajaj Housing Finance Limited;114.9;117.8;114.9;117.35;117.35;718716;83581856
KROSS;Kross Limited;154.1;156.15;152.85;154.15;155.65;6845;1056510
TOLINS;Tolins Tyres Limited;122.5;125;122;122.65;123.8;9349;1148820
PNGJL;P N GADGIL JEWELLERS LIMITED;520.75;534;512.95;519.85;519.85;15861;8253980
SAFE;Sodhani Academy of Fintech Ena;257.45;267.9;257.45;267.9;267.9;14500;3743475
WCIL;Western Carriers (India) Limit;70.11;75.92;70.11;75.24;75.24;20410;1499543
NORTHARC;Northern Arc Capital Ltd.;199.05;205.5;198;202.5;202.5;30528;6144332
ARKADE;ARKADE DEVELOPERS LIMITED;151.65;155;149.4;152.75;152.75;87563;13257650
MANBA;Manba Finance Limited;126.4;126.45;123;125;124.05;6172;766292
KRN;KRN HEAT EXCHANGER AND REFRIGE;722.45;780.75;722.45;776.15;776.15;88592;66821330
DIFFNKG;Diffusion Engineers Limited;245;254;245;250.1;249;1699;418692
BANKPSU;Mirae Asset Mutual Fund;61.5;62.41;61.31;62.41;62.41;1845;114233
METAL;Mirae Asset Mutual Fund;8.4;8.46;8.32;8.45;8.4;28178;237038
NPFL;NEOPOLITAN PIZZA AND FOODS LIM;14.8;14.8;14.01;14.01;14.01;18000;261420
KGVL;Khyati Global Ventures Limited;59;60.9;58.05;60.9;60.9;4800;284340
GARUDA;Garuda Construction and Engine;90.15;90.36;87.62;89.37;89.04;60156;5346377
SHIVTEXCHEM;SHIV TEXCHEM LIMITED;255;260.5;242;242.55;243.3;23200;5713000
MGEL;MANGALAM GLOBAL ENTERPRISE LIM;12.06;12.63;11.97;12.02;12.5;10848;133302
HYUNDAI;HYUNDAI MOTOR INDIA LIMITED;1677.65;1742.9;1677.65;1734.95;1734.95;21163;36192664
VAL30IETF;ICICI Prudential Mutual Fund;12.18;12.5;12.06;12.5;12.5;13296;162094
DBEIL;Deepak Builders and Engineers;129.4;132.4;128.45;130;130.6;8675;1128169
WAAREEENER;Waaree Energies Limited;2530.05;2611.25;2530.05;2592.95;2592.95;59567;153417802
OCCLLTD;OCCL Limited;77.1;78.99;74.81;77.15;76.14;7919;602993
GODAVARIB;Godavari Biorefineries Limited;164.15;164.15;164.15;164.15;164.15;3218;528234
AFCONS;Afcons Infrastructure Limited;407.9;421.6;407.25;419.4;419.9;24397;10103573
ABINFRA;A B INFRABUILD LIMITED;94.6;95.79;92.34;94.76;94.76;1558;146052
SAGILITY;Sagility India Limited;39.5;41.11;39.24;40.78;40.78;744660;30021895
ACMESOLAR;ACME Solar Holdings Limited;206.05;214;206.05;212.45;211.9;34201;7215527
LIQUIDPLUS;Mirae Asset Mutual Fund;1031.74;1031.74;1031.72;1031.74;1031.72;1652;1704430
SWIGGY;SWIGGY LIMITED;310.55;314.7;303.65;313.2;314;377554;116760351
NIVABUPA;NIVA BUPA HEALTH INSURANCE COM;85.82;87.31;84.42;86.74;86.74;858008;73797089
BLACKBUCK;ZINKA LOGISTICS SOLUTIONS LIMI;400.55;410.5;399;406.15;410.5;2960;1192896
NTPCGREEN;NTPC GREEN ENERGY LIMITED;94.35;98.2;94.35;97.35;97.35;436886;42193591
EIEL;ENVIRO INFRA ENGINEERS LIMITED;190.05;194.95;187.9;192.9;193.6;93791;17907428
RAJESH;RAJESH POWER SERVICES LIMITED;1142;1210.25;1136;1203.2;1203.2;163000;190148430
ONESOURCE;Onesource Specialty Pharma Lim;1511.05;1615;1511.05;1585.3;1615;6364;10049235
SURAKSHA;SURAKSHA DIAGNOSTIC LIMITED;275;285.65;275;282.3;285.55;3332;931504
ROSSTECH;Rossell Techsys Limited;306.7;315;306.7;315;315;150;46063
PSPLATINA;Property Share Investment Trus;1005000;1005000;1005000;1005000;1005000;1;1005000
NISUS;NISUS FINANCE SERVICES CO LIMI;292;306.9;292;301.7;301.7;96800;29077300
ODIGMA;Odigma Consultancy Solutions L;34.5;34.5;34.49;34.49;34.49;2398;82727
INNOVANA;Innovana Thinklabs Limited;330;339.9;329.55;330.85;339.9;1630;539250
JUNGLECAMP;JUNGLE CAMPS INDIA LIMITED;46.8;46.91;46.8;46.91;46.91;43200;2024736
MOBIKWIK;One Mobikwik Systems Limited;232.45;237.75;226.85;231.1;231.1;156587;36286685
SAILIFE;Sai Life Sciences Limited;690.75;710.55;687.35;704.9;704.15;5478;3833799
VMM;Vishal Mega Mart Limited;118.1;121.75;116.8;120.75;120.75;676131;80975797
HILLTONE;Hilltone Software and Gases Lt;47.98;47.98;47.98;47.98;47.98;33429;1603923
IKS;INVENTURUS KNOWLEDGE SOLUTIONS;1452.8;1552.65;1452.8;1542.05;1542.05;28094;43011921
YASHHV;Yash Highvoltage Limited;175.8;175.8;175.8;175.8;175.8;32000;5625600
IGIL;International Gemmological Ins;334.2;346.6;334.2;344.3;344.3;35312;12066103
SANATHAN;Sanathan Textiles Limited;401.85;429.6;401.85;418;418;12182;5117811
CEWATER;Concord Enviro Systems Limited;475;491.4;475;486.3;485;1564;762266
DAMCAPITAL;DAM Capital Advisors Limited;196.75;204.4;196.75;202.5;202.5;21569;4314093
TRANSRAILL;Transrail Lighting Limited;445.75;466;445.75;462.1;462.45;20622;9506484
MAMATA;MAMATA MACHINERY LIMITED;338.55;342.9;330.75;339.45;340.2;21740;7314381
SENORES;SENORES PHARMACEUTICALS LIMITE;476.15;489.1;474;486.95;486.95;4276;2059034
CARRARO;CARRARO INDIA LIMITED;380.85;400.9;380.85;396.2;399;7366;2886665
VENTIVE;Ventive Hospitality Limited;727.05;742.1;711.3;738.45;737.8;12693;9209772
UNIMECH;Unimech Aerospace and Manufact;890.05;930.8;877.6;921.25;921.25;20235;18438350
CONSUMER;Mirae Asset Mutual Fund;10.73;10.75;10.6;10.74;10.74;9176;97758
CITICHEM;Citichem India Limited;25.16;25.16;25.16;25.16;25.16;4000;100640
ITCHOTELS;ITC Hotels Limited;181.15;184.75;179.15;183.15;183.15;264334;47935934
ECAPINSURE;Edelweiss Mutual Fund;19.94;20;19.46;20;20;9408;185319
INDOFARM;INDO FARM EQUIPMENT LIMITED;138.6;144;137.85;140.4;141;8540;1187974
VANDU;LEO DRYFRUITS & SPICES TRADING;53;53;53;53;53;2000;106000
PARMESHWAR;PARMESHWAR METAL LIMITED;63;63;62.7;62.8;62.8;6000;377000
DAVIN;Davin Sons Retail Limited;21;21;21;21;21;2000;42000
FABCLEAN;FABTECH TECHNOLOGIES CLEANROOM;303;308.45;289.75;296.5;296.5;23600;7022520
SGLTL;STANDARD GLASS LINING TECHNOLO;130;132.95;129;131.5;132.35;15507;2019845
INDOBELL;Indobell Insulations Limited;112.25;117.85;110;117.85;117.85;8250;956250
BRGIL;B.R.GOYAL INFRASTRUCTURE LIMIT;123;126;123;124.4;125;12000;1496650
QUADFUTURE;Quadrant Future Tek Limited;444.85;446;428.75;438.55;438.55;91605;39894347
AVAX;Avax Apparels and Ornaments Li;134;134;134;134;134;5000;670000
CAPINVIT;Capital Infra Trust;87.01;88.24;86.5;87.51;87.98;6748;589319
LAXMIDENTL;Laxmi Dental Limited;351.7;375;351.7;369.45;370.4;6144;2251364
RIKHAV;Rikhav Securities Limited;67;68.88;66.11;67.01;67;35200;2367088
LICL;LANDMARK IMMIGRATION CONSULTAN;53;53;53;53;53;1600;84800
STALLION;Stallion India Fluorochemicals;62.45;65.8;62.45;64.6;64.86;36025;2295211
CNINFOTECH;CAPITALNUMBERS INFOTECH  LIMIT;160;166;157.4;160.85;160.85;76400;12263640
SHRIPISTON;SHRIRAM PISTONS & RINGS LTD;2079.1;2267.65;2079;2195.4;2199;20415;44493640
DENTA;Denta Water and Infra Solution;274.25;279.95;270.05;276.9;279.95;15799;4327676
RRECL;RDB Real Estate Constructions;95.19;95.19;95.19;95.19;95.19;231;21988
CLN;CLN ENERGY LIMITED;357.45;386.8;357.45;380.65;375.4;25200;9156780
GBLOGISTIC;GB Logistics Commerce Limited;48.37;48.37;48.37;48.37;48.37;24000;1160880
HMEML;H.M. ELECTRO MECH LIMITED;69.7;70;65;68.64;69;70400;4764416
AGARWALEYE;Dr. Agarwal's Health Care Limi;383.7;383.7;347.95;355.6;358.75;16194;5839556
MALPANI;MALPANI PIPES AND FITTINGS LIM;63.15;63.15;63.15;63.15;63.15;1600;101040
NEXT30ADD;DSP Mutual Fund;35.25;35.73;35.25;35.7;35.73;1130;39888
AMWILL;Amwill Health Care Limited;82.6;84.9;78.7;79.11;79.11;31200;2497968
SOLARIUM;SOLARIUM GREEN ENERGY LIMITED;277.5;278.55;272.55;274.95;274;114600;31515540
JUBLCPL;Jubilant Agri and Consumer Pro;1320.05;1429;1320.05;1413.8;1422.2;330;458859
